JW=  1    A=   87.09    NA=  1454    Q(I)=0.10/0.08/0.08/0.10/0.07/0.13/0.06/0.06/0.10/0.08/0.08/0.05/

      N        START     CLASS    INSTRM    PITCH      GLISS1    GLISS2    GLISS3        DURATION     DYNAM
   1073       58.85        4       1       57.3          0.0       0.0       0.0          0.31         47
   1074       58.93        4       2       40.4          0.0       0.0       0.0          0.17         48
   1075       58.97        1       7        0.0          0.0       0.0       0.0          0.46          7
   1076       58.97       12       1       84.7          0.0       0.0       0.0          0.74          2
   1077       58.98        8       1       45.8          0.0       0.0       0.0          0.00         23
   1078       59.13        9       1       54.5          0.0       0.0       0.0          0.72         41
   1079       59.20        2       1       17.7          0.0       0.0       0.0          0.85         47
   1080       59.22        4       2       19.3          0.0       0.0       0.0          0.04         61
   1081       59.37       10       1       46.0          0.0       0.0       0.0          0.35         39
   1082       59.37        3       1       57.9          0.0       0.0       0.0          0.54         18
   1083       59.50        2       1       28.4          0.0       0.0       0.0          0.62         27
   1084       59.67       12       1       86.1          0.0       0.0       0.0          0.23         33
   1085       59.67        9       1       50.2          0.0       0.0       0.0          0.56          7
   1086       59.77       12       1       55.6          0.0       0.0       0.0          0.88         23
   1087       60.01        3       1       68.7          0.0       0.0       0.0          1.07         39
   1088       60.08        1       1        0.0          0.0       0.0       0.0          1.77         24
   1089       60.11        5       3       36.3        -22.0     -19.0      -8.0          0.99         52
   1090       60.15        7       2       28.5          0.0       0.0       0.0          0.00          0
   1091       60.19        2       1       22.5          0.0       0.0       0.0          0.75          6
   1092       60.21        6       7       12.7          0.0       0.0       0.0          0.57         55
   1093       60.23        9       1       54.2          0.0       0.0       0.0          0.01          7
   1094       60.26        5       1       60.2         49.0      17.0      17.0          1.68         51
   1095       60.27        9       1       62.8          0.0       0.0       0.0          0.75         17
   1096       60.38        4       1       54.7          0.0       0.0       0.0          0.19         58
   1097       60.40       12       2       69.3          0.0       0.0       0.0          0.20         56
   1098       60.46       10       1       53.7          0.0       0.0       0.0          0.61         19
   1099       60.52        3       1       70.2          0.0       0.0       0.0          0.44         27
   1100       60.56        9       1       64.0          0.0       0.0       0.0          0.43         41

JW=  2    A=   61.54    NA=  1179    Q(I)=0.09/0.10/0.10/0.11/0.06/0.09/0.07/0.07/0.09/0.09/0.09/0.06/

      N        START     CLASS    INSTRM    PITCH      GLISS1    GLISS2    GLISS3        DURATION     DYNAM
   1101       60.58        2       1       47.0          0.0       0.0       0.0          0.79          9
   1102       60.63        6       4       34.6          0.0       0.0       0.0          2.11          3
   1103       60.63       10       1       45.4          0.0       0.0       0.0          0.52         42
   1104       60.82        4       1       69.1          0.0       0.0       0.0          0.51         22
   1105       60.97        9       1       52.2          0.0       0.0       0.0          0.62          3
   1106       61.02       10       1       55.8          0.0       0.0       0.0          0.59         19
   1107       61.04        5       2       23.1         -2.0      -1.0       0.0          1.02          6
   1108       61.16        1       8        0.0          0.0       0.0       0.0          0.67         46
   1109       61.17       11       2       10.0          0.0       0.0       0.0          0.57         28
   1110       61.21        9       1       46.2          0.0       0.0       0.0          0.35         29
   1111       61.23        9       1       44.1          0.0       0.0       0.0          0.86         27
   1112       61.28        3       1       39.5          0.0       0.0       0.0          0.04         26
   1113       61.44       10       1       41.1          0.0       0.0       0.0          0.19         24
   1114       61.49       11       1       51.5          0.0       0.0       0.0          0.15         41
   1115       61.60        7       1       66.3          0.0       0.0       0.0          0.00         23
   1116       61.64       10       1       52.9          0.0       0.0       0.0          0.90         21
   1117       61.65        3       1       67.1          0.0       0.0       0.0          1.19         38
   1118       61.68        2       1       47.4          0.0       0.0       0.0          0.28         60
   1119       61.73        5       2       25.4         19.0      19.0      -7.0          1.33         18
   1120       61.82        4       1       53.1          0.0       0.0       0.0          0.11         47
   1121       61.83        2       1       37.8          0.0       0.0       0.0          0.62         11
   1122       61.85       10       1       54.2          0.0       0.0       0.0          0.29         34
   1123       61.86        2       1       37.8          0.0       0.0       0.0          0.94         25
   1124       61.86       10       1       61.2          0.0       0.0       0.0          0.22         57
   1125       61.95        6       3       53.5          0.0       0.0       0.0          1.02         58
   1126       62.02        7       2       32.5          0.0       0.0       0.0          0.00          9
   1127       62.02        5       1       75.2          9.0      -7.0       3.0          0.29         17
   1128       62.24        2       1       48.7          0.0       0.0       0.0          0.64         24
   1129       62.35        3       1       73.1          0.0       0.0       0.0          0.68         22
   1130       62.37       10       1       55.8          0.0       0.0       0.0          0.03         62
   1131       62.47        1       4        0.0          0.0       0.0       0.0          2.47         19
   1132       62.51        5       2       31.8         24.0     -10.0       8.0          0.32         57
   1133       62.54        9       1       38.4          0.0       0.0       0.0          0.43         21
   1134       62.61        4       2       41.8          0.0       0.0       0.0          0.07          5
   1135       62.81        2       1       47.1          0.0       0.0       0.0          0.38         49
   1136       62.84        1       5        0.0          0.0       0.0       0.0          1.96          5
   1137       62.84        8       1       48.5          0.0       0.0       0.0          0.00         20
   1138       62.85       12       2       37.6          0.0       0.0       0.0          0.81         48
   1139       62.86        9       1       42.7          0.0       0.0       0.0          0.29         46
   1140       63.01        3       1       56.9          0.0       0.0       0.0          0.57         55
   1141       63.05       10       1       41.4          0.0       0.0       0.0          0.21         11
   1142       63.08       11       2       10.8          0.0       0.0       0.0          0.25         40
   1143       63.12       10       1       50.0          0.0       0.0       0.0          0.55         46
   1144       63.18       12       1       85.5          0.0       0.0       0.0          0.24         48
   1145       63.25        8       1       38.0          0.0       0.0       0.0          0.00         41
   1146       63.47       12       2       45.6          0.0       0.0       0.0          0.26         59
   1147       63.49        5       2       56.8        -49.0      38.0      17.0          0.85         18
   1148       63.51        7       2       35.9          0.0       0.0       0.0          0.00         24
   1149       63.60       11       1       23.1          0.0       0.0       0.0          0.14         57
   1150       63.65        8       1       37.1          0.0       0.0       0.0          0.00         37

JW=  2    A=   61.54    NA=  1179    Q(I)=0.09/0.10/0.10/0.11/0.06/0.09/0.07/0.07/0.09/0.09/0.09/0.06/

      N        START     CLASS    INSTRM    PITCH      GLISS1    GLISS2    GLISS3        DURATION     DYNAM
   1151       63.67        9       1       47.2          0.0       0.0       0.0          0.57         57
   1152       63.71        6       8       63.5          0.0       0.0       0.0          1.16         31
   1153       63.71        2       1       30.7          0.0       0.0       0.0          0.85          6
   1154       63.79        2       1       21.8          0.0       0.0       0.0          0.82          6
   1155       63.94        3       1       46.7          0.0       0.0       0.0          0.69         32
   1156       64.03        4       1       54.2          0.0       0.0       0.0          0.52         33
   1157       64.04        9       1       34.7          0.0       0.0       0.0          0.71         46
   1158       64.13       12       2       67.3          0.0       0.0       0.0          0.63         57
   1159       64.14        9       1       34.8          0.0       0.0       0.0          0.27         19
   1160       64.24        1       6        0.0          0.0       0.0       0.0          0.36         52
   1161       64.27        4       2       23.4          0.0       0.0       0.0          0.17         10
   1162       64.27        4       1       62.2          0.0       0.0       0.0          0.28         62
   1163       64.30        5       1       57.1        -29.0      25.0     -10.0          1.12         59
   1164       64.31       10       1       47.7          0.0       0.0       0.0          0.85         30
   1165       64.32        3       1       42.2          0.0       0.0       0.0          0.49         33
   1166       64.33        7       2       36.2          0.0       0.0       0.0          0.00         25
   1167       64.34        7       2       38.2          0.0       0.0       0.0          0.00         21
   1168       64.47       11       1       29.0          0.0       0.0       0.0          0.21         33
   1169       64.60       12       2       49.5          0.0       0.0       0.0          0.47         56
   1170       64.65        2       1       53.7          0.0       0.0       0.0          0.87         11
   1171       64.66       11       1       24.4          0.0       0.0       0.0          0.03         40
   1172       64.70        3       1       52.7          0.0       0.0       0.0          0.30         14
   1173       64.73        3       1       45.1          0.0       0.0       0.0          0.74         37
   1174       64.80        7       2       18.7          0.0       0.0       0.0          0.00         34
   1175       64.82        2       1       46.3          0.0       0.0       0.0          0.75         20
   1176       64.92       11       2       11.4          0.0       0.0       0.0          0.71         46
   1177       64.94        7       2       18.5          0.0       0.0       0.0          0.00         13
   1178       64.99        6       7       10.6          0.0       0.0       0.0          0.91         50
   1179       65.12       10       1       36.1          0.0       0.0       0.0          0.51         33

JW=  3    A=   66.02    NA=   584    Q(I)=0.12/0.03/0.03/0.03/0.13/0.33/0.03/0.03/0.15/0.06/0.05/0.02/

      N        START     CLASS    INSTRM    PITCH      GLISS1    GLISS2    GLISS3        DURATION     DYNAM
      1        0.00        7       2       18.0          0.0       0.0       0.0          0.00         56
      2        0.16        3       1       54.5          0.0       0.0       0.0          2.44         62
      3        0.33        5       3       36.1         -9.0       6.0      -4.0          0.90         62
      4        0.47        6       3       47.3          0.0       0.0       0.0          0.17         48
      5        0.56        1       3        0.0          0.0       0.0       0.0          2.66         57
      6        0.75        1       6        0.0          0.0       0.0       0.0          1.62          6
      7        0.83        7       1       60.4          0.0       0.0       0.0          0.00          7
      8        0.95        6       1       62.2          0.0       0.0       0.0          0.46          4
      9        1.05       11       1       34.6          0.0       0.0       0.0          0.73         14
     10        1.08       10       1       52.3          0.0       0.0       0.0          0.67         21
     11        1.18        5       1       43.4         17.0     -15.0      -8.0          1.10          9
     12        1.33        6       1       45.2          0.0       0.0       0.0          0.31         22
     13        1.38        6       3       21.1          0.0       0.0       0.0          0.58          9
     14        1.57        2       1       35.2          0.0       0.0       0.0          1.77         26
     15        1.61        7       2       33.1          0.0       0.0       0.0          0.00         36
     16        1.67        7       2       36.3          0.0       0.0       0.0          0.00         22
     17        1.75        6       4       51.7          0.0       0.0       0.0          0.62         15
     18        1.76        5       2       59.8        -29.0      32.0      13.0          0.99         36
     19        1.83        1       2        0.0          0.0       0.0       0.0          1.83         53
     20        1.89        6       8       62.3          0.0       0.0       0.0          0.40         45
     21        1.91        2       1       40.2          0.0       0.0       0.0          2.45         14
     22        2.15        5       3       36.5         24.0      20.0      11.0          1.00         23
     23        2.21        5       3       34.5         65.0      36.0     -31.0          0.00         25
     24        2.22        1       4        0.0          0.0       0.0       0.0          2.36         31
     25        2.64        9       1       50.7          0.0       0.0       0.0          0.06          7
     26        2.71        5       2       28.7         37.0     -23.0      17.0          0.96         52
     27        2.77        7       1       37.2          0.0       0.0       0.0          0.00          6
     28        2.83        6       6       26.9          0.0       0.0       0.0          1.70         58
     29        2.83        7       1       48.2          0.0       0.0       0.0          0.00         31
     30        2.86        6       6       21.2          0.0       0.0       0.0          0.42         52
     31        2.87        1       4        0.0          0.0       0.0       0.0          2.00         35
     32        2.92        6       1       55.1          0.0       0.0       0.0          0.72         61
     33        3.15        1       9        0.0          0.0       0.0       0.0          1.70         55
     34        3.15        5       2       29.0        -33.0     -35.0      15.0          0.46          8
     35        3.18        6       8       81.1          0.0       0.0       0.0          0.22         31
     36        3.22        6       4       36.9          0.0       0.0       0.0          1.26          5
     37        3.45        9       1       54.6          0.0       0.0       0.0          0.33         23
     38        3.55       11       1       34.6          0.0       0.0       0.0          0.31          5
     39        3.61        6       5       62.1          0.0       0.0       0.0          1.25         51
     40        3.82       10       1       61.3          0.0       0.0       0.0          0.50         27
     41        3.83       11       2       12.5          0.0       0.0       0.0          1.77         54
     42        4.01        9       1       39.3          0.0       0.0       0.0          0.23         32
     43        4.24        8       2       16.4          0.0       0.0       0.0          0.00         35
     44        4.35        5       2       20.5        -37.0     -30.0      17.0          0.45         53
     45        4.36        6       2       50.3          0.0       0.0       0.0          0.78         36
     46        4.48        9       1       53.3          0.0       0.0       0.0          0.29         61
     47        4.57        6       6       24.1          0.0       0.0       0.0          1.15         30
     48        4.92        6       8       61.9          0.0       0.0       0.0          0.78         30
     49        4.96        5       1       61.1          2.0      -2.0       1.0          1.28         59
     50        5.15        6       1       72.2          0.0       0.0       0.0          0.27         15

JW=  3    A=   66.02    NA=   584    Q(I)=0.12/0.03/0.03/0.03/0.13/0.33/0.03/0.03/0.15/0.06/0.05/0.02/

      N        START     CLASS    INSTRM    PITCH      GLISS1    GLISS2    GLISS3        DURATION     DYNAM
     51        5.24        9       1       47.1          0.0       0.0       0.0          0.34         35
     52        5.31        5       3       52.0        -46.0     -34.0      21.0          0.00          0
     53        5.48        1       1        0.0          0.0       0.0       0.0          0.01         27
     54        5.48       10       1       43.5          0.0       0.0       0.0          0.61         57
     55        5.70        6       8       59.1          0.0       0.0       0.0          0.16          8
     56        5.87        5       3       49.4          9.0       8.0      -4.0          0.99         48
     57        5.98        9       1       47.9          0.0       0.0       0.0          0.04         16
     58        6.12       12       2       44.5          0.0       0.0       0.0          3.78         54
     59        6.27        9       1       39.2          0.0       0.0       0.0          0.29          8
     60        6.45        4       1       68.6          0.0       0.0       0.0          1.98         35
     61        6.59        6       3       30.6          0.0       0.0       0.0          0.06         39
     62        6.66        5       1       55.2        -52.0     -24.0     -25.0          0.90          0
     63        6.71       11       1       19.8          0.0       0.0       0.0          0.92         51
     64        6.86        1       6        0.0          0.0       0.0       0.0          1.37          2
     65        7.04        8       2       31.1          0.0       0.0       0.0          0.00         45
     66        7.06        6       7       11.6          0.0       0.0       0.0          0.17         38
     67        7.09        2       1       53.1          0.0       0.0       0.0          2.37         14
     68        7.80        6       1       72.6          0.0       0.0       0.0          0.82         53
     69        7.85        9       1       56.5          0.0       0.0       0.0          0.08         29
     70        8.29        6       3       30.3          0.0       0.0       0.0          0.23          2
     71        8.34        6       4       44.9          0.0       0.0       0.0          0.96          4
     72        8.45        7       1       62.0          0.0       0.0       0.0          0.00         37
     73        8.45        6       2       45.7          0.0       0.0       0.0          0.91         14
     74        8.53       10       1       46.5          0.0       0.0       0.0          0.86         33
     75        8.57        6       6       25.1          0.0       0.0       0.0          1.86         10
     76        8.65        4       2       33.0          0.0       0.0       0.0          1.32         43
     77        8.79        6       8       62.7          0.0       0.0       0.0          0.67         20
     78        8.89        4       2       22.0          0.0       0.0       0.0          1.82         14
     79        8.89        5       2       41.6        -30.0     -25.0     -14.0          0.30         36
     80        8.97        9       1       40.7          0.0       0.0       0.0          0.20          9
     81        9.26        9       1       42.9          0.0       0.0       0.0          0.19         26
     82        9.27       12       2       36.0          0.0       0.0       0.0          4.26         60
     83        9.28       11       1       23.3          0.0       0.0       0.0          0.24         54
     84        9.58        1      10        0.0          0.0       0.0       0.0          2.54         48
     85        9.67       10       1       36.8          0.0       0.0       0.0          1.13         25
     86        9.78        2       1       45.6          0.0       0.0       0.0          0.00          8
     87        9.79       11       1       22.3          0.0       0.0       0.0          1.13         27
     88        9.92        6       8       50.8          0.0       0.0       0.0          0.33         13
     89       10.21        6       7       11.6          0.0       0.0       0.0          0.22          1
     90       10.27        1       7        0.0          0.0       0.0       0.0          0.37         28
     91       10.28        6       7       10.2          0.0       0.0       0.0          0.22         38
     92       10.45        6       3       41.8          0.0       0.0       0.0          0.67         39
     93       10.47        6       3       43.7          0.0       0.0       0.0          0.27         35
     94       10.59        6       7       11.3          0.0       0.0       0.0          0.22         56
     95       10.65        5       1       75.7        -71.0      35.0      37.0          0.64         63
     96       10.81        1       9        0.0          0.0       0.0       0.0          2.37         40
     97       10.88       11       2       11.9          0.0       0.0       0.0          1.15         46
     98       10.93        4       1       65.0          0.0       0.0       0.0          2.90         59
     99       11.16        6       4       33.6          0.0       0.0       0.0          0.16         54
    100       11.26        9       1       44.5          0.0       0.0       0.0          0.26          8

JW=  3    A=   66.02    NA=   584    Q(I)=0.12/0.03/0.03/0.03/0.13/0.33/0.03/0.03/0.15/0.06/0.05/0.02/

      N        START     CLASS    INSTRM    PITCH      GLISS1    GLISS2    GLISS3        DURATION     DYNAM
    101       11.28        1       5        0.0          0.0       0.0       0.0          2.96          2
    102       11.39        2       1       47.2          0.0       0.0       0.0          1.31         32
    103       11.42        1       6        0.0          0.0       0.0       0.0          2.08         27
    104       11.45        4       1       66.0          0.0       0.0       0.0          5.44         40
    105       11.46        9       1       41.2          0.0       0.0       0.0          0.28         37
    106       11.53        6       3       48.3          0.0       0.0       0.0          0.83         59
    107       11.54        9       1       62.8          0.0       0.0       0.0          0.23         28
    108       11.64        6       4       32.1          0.0       0.0       0.0          0.75         61
    109       11.75       12       2       43.2          0.0       0.0       0.0          0.69          6
    110       12.03        5       3       29.5        -71.0      71.0      37.0          1.29         16
    111       12.13        6       2       35.0          0.0       0.0       0.0          0.87         27
    112       12.28        6       8       84.9          0.0       0.0       0.0          0.60         25
    113       12.44        6       4       35.9          0.0       0.0       0.0          1.19         31
    114       12.64        9       1       54.9          0.0       0.0       0.0          0.14         60
    115       12.88       11       1       47.9          0.0       0.0       0.0          1.27         52
    116       13.11        6       7       13.0          0.0       0.0       0.0          0.19         33
    117       13.11        3       1       56.2          0.0       0.0       0.0          0.30         31
    118       13.57        1       6        0.0          0.0       0.0       0.0          1.56         27
    119       13.59        4       1       67.0          0.0       0.0       0.0          1.73         57
    120       13.79        6       7       11.8          0.0       0.0       0.0          0.41          2
    121       14.02        2       1       17.0          0.0       0.0       0.0          0.45         40
    122       14.36        6       8       72.2          0.0       0.0       0.0          0.25         11
    123       14.63        5       2       29.0         -2.0       2.0       1.0          0.53         53
    124       14.73       11       1       47.3          0.0       0.0       0.0          0.00         14
    125       14.90        7       1       63.3          0.0       0.0       0.0          0.00          1
    126       14.94        6       5       54.9          0.0       0.0       0.0          1.04         53
    127       15.05        6       2       40.5          0.0       0.0       0.0          0.50         57
    128       15.05        9       1       47.5          0.0       0.0       0.0          0.26         45
    129       15.19        6       3       51.8          0.0       0.0       0.0          0.27         45
    130       15.36        4       2       51.3          0.0       0.0       0.0          1.86         37
    131       15.78        5       2       38.2         13.0     -10.0       6.0          0.39         42
    132       15.91        6       6       23.4          0.0       0.0       0.0          0.75          4
    133       15.95        6       3       32.7          0.0       0.0       0.0          0.16         56
    134       16.08        5       1       62.1        -22.0      23.0     -10.0          0.00          6
    135       16.09        1       5        0.0          0.0       0.0       0.0          0.90          2
    136       16.09        6       7       10.1          0.0       0.0       0.0          0.34         60
    137       16.21       10       1       44.5          0.0       0.0       0.0          1.06         60
    138       16.32       11       1       37.2          0.0       0.0       0.0          0.89         36
    139       16.50        8       2       35.4          0.0       0.0       0.0          0.00         33
    140       16.51        1       5        0.0          0.0       0.0       0.0          2.20         39
    141       16.60        6       3       22.6          0.0       0.0       0.0          0.49          3
    142       16.70        3       1       57.2          0.0       0.0       0.0          1.63         12
    143       16.74       12       1       79.7          0.0       0.0       0.0          0.55         23
    144       16.76        1       7        0.0          0.0       0.0       0.0          2.25          6
    145       16.77        6       7       10.1          0.0       0.0       0.0          0.70         36
    146       16.80        5       3       34.7        -37.0      19.0     -17.0          1.44          1
    147       16.81        9       1       38.8          0.0       0.0       0.0          0.22         33
    148       16.82        6       6       22.4          0.0       0.0       0.0          1.34         50
    149       17.05        6       7       10.4          0.0       0.0       0.0          0.18         11
    150       17.22        1       2        0.0          0.0       0.0       0.0          2.40          2

JW=  3    A=   66.02    NA=   584    Q(I)=0.12/0.03/0.03/0.03/0.13/0.33/0.03/0.03/0.15/0.06/0.05/0.02/

      N        START     CLASS    INSTRM    PITCH      GLISS1    GLISS2    GLISS3        DURATION     DYNAM
    151       17.46        1       7        0.0          0.0       0.0       0.0          1.14         28
    152       17.66        6       7       11.9          0.0       0.0       0.0          0.09          3
    153       17.94       10       1       46.3          0.0       0.0       0.0          0.28         48
    154       18.03        5       2       39.9         12.0      12.0       5.0          0.21         50
    155       18.11        6       6       20.9          0.0       0.0       0.0          1.51          5
    156       18.12        9       1       43.0          0.0       0.0       0.0          0.18         60
    157       18.19       10       1       45.7          0.0       0.0       0.0          0.89         51
    158       18.23        6       1       56.4          0.0       0.0       0.0          0.78         22
    159       18.70        9       1       55.8          0.0       0.0       0.0          0.22          9
    160       18.70        5       3       22.4         -1.0      -1.0       0.0          0.91         21
    161       18.74        6       4       29.6          0.0       0.0       0.0          0.24         15
    162       18.76        5       2       50.7        -21.0     -21.0      10.0          1.02         26
    163       18.81        2       1       24.8          0.0       0.0       0.0          0.74         10
    164       18.82        9       1       65.7          0.0       0.0       0.0          0.29         49
    165       18.89        1       1        0.0          0.0       0.0       0.0          1.81         35
    166       18.97        9       1       45.0          0.0       0.0       0.0          0.08         26
    167       19.08        4       1       64.8          0.0       0.0       0.0          2.00         44
    168       19.49        8       1       60.0          0.0       0.0       0.0          0.00         52
    169       19.64        6       8       80.0          0.0       0.0       0.0          0.30         22
    170       19.74        1      10        0.0          0.0       0.0       0.0          1.32         42
    171       19.75       10       1       35.8          0.0       0.0       0.0          0.73         38
    172       19.76        9       1       36.0          0.0       0.0       0.0          0.25         53
    173       19.77       11       1       37.9          0.0       0.0       0.0          0.55         52
    174       19.88        6       8       80.1          0.0       0.0       0.0          0.00         40
    175       20.19        1       9        0.0          0.0       0.0       0.0          1.79         55
    176       20.36        5       1       42.6        -14.0      11.0      -6.0          0.28         42
    177       20.53        1       8        0.0          0.0       0.0       0.0          0.72         59
    178       20.65        9       1       62.1          0.0       0.0       0.0          0.41         19
    179       20.68       11       1       27.1          0.0       0.0       0.0          0.10         30
    180       20.83        6       8       37.1          0.0       0.0       0.0          0.10         31
    181       21.13        6       8       50.7          0.0       0.0       0.0          0.00         14
    182       21.16        6       8       65.3          0.0       0.0       0.0          0.27         48
    183       21.17        9       1       45.2          0.0       0.0       0.0          0.25         31
    184       21.28       10       1       51.3          0.0       0.0       0.0          0.03         54
    185       21.29        7       1       63.2          0.0       0.0       0.0          0.00          6
    186       21.57        6       4       29.7          0.0       0.0       0.0          0.35         36
    187       21.59        6       3       20.0          0.0       0.0       0.0          0.95         48
    188       21.63       12       2       16.1          0.0       0.0       0.0          3.82         24
    189       21.65        1       4        0.0          0.0       0.0       0.0          1.92          7
    190       21.78        7       1       63.4          0.0       0.0       0.0          0.00         59
    191       21.94        9       1       60.7          0.0       0.0       0.0          0.18         35
    192       21.96        5       2       62.0        -22.0      15.0      10.0          0.28         52
    193       22.01        6       7       12.4          0.0       0.0       0.0          0.53         13
    194       22.06        1      10        0.0          0.0       0.0       0.0          1.23         25
    195       22.16        1       5        0.0          0.0       0.0       0.0          2.92         20
    196       22.16        3       1       45.2          0.0       0.0       0.0          0.95         13
    197       22.38        9       1       33.3          0.0       0.0       0.0          0.25         39
    198       22.42        6       7       12.8          0.0       0.0       0.0          0.08         16
    199       22.49        1      10        0.0          0.0       0.0       0.0          0.39         45
    200       22.64        5       2       27.4          1.0      -0.0       0.0          0.81         12

JW=  3    A=   66.02    NA=   584    Q(I)=0.12/0.03/0.03/0.03/0.13/0.33/0.03/0.03/0.15/0.06/0.05/0.02/

      N        START     CLASS    INSTRM    PITCH      GLISS1    GLISS2    GLISS3        DURATION     DYNAM
    201       22.86        6       6       22.1          0.0       0.0       0.0          0.60         55
    202       22.88        6       7       12.7          0.0       0.0       0.0          0.31         23
    203       23.00       12       1       79.1          0.0       0.0       0.0          1.98         27
    204       23.07        9       1       37.0          0.0       0.0       0.0          0.32         56
    205       23.25        6       7       12.0          0.0       0.0       0.0          0.24         40
    206       23.29        6       1       73.1          0.0       0.0       0.0          0.79          3
    207       23.30        9       1       50.5          0.0       0.0       0.0          0.17         23
    208       23.63        9       1       49.0          0.0       0.0       0.0          0.20         26
    209       23.64        5       1       34.6         15.0       5.0      -7.0          1.06         54
    210       23.65        5       1       37.0        -37.0      25.0      17.0          0.52         51
    211       23.68        6       7       13.0          0.0       0.0       0.0          0.45         39
    212       24.03        7       1       62.2          0.0       0.0       0.0          0.00          4
    213       24.26        6       4       34.7          0.0       0.0       0.0          1.00         52
    214       24.35        6       8       52.0          0.0       0.0       0.0          0.27          5
    215       24.79        6       6       26.5          0.0       0.0       0.0          0.55         56
    216       24.84        6       6       33.3          0.0       0.0       0.0          0.03         35
    217       24.90        9       1       64.1          0.0       0.0       0.0          0.10          7
    218       25.25        9       1       46.8          0.0       0.0       0.0          0.32         38
    219       25.32        9       1       57.0          0.0       0.0       0.0          0.24         58
    220       25.45        6       6       34.4          0.0       0.0       0.0          1.38         57
    221       25.71        6       2       44.5          0.0       0.0       0.0          0.62         50
    222       25.98        6       7       11.4          0.0       0.0       0.0          0.34         30
    223       26.06        6       1       63.8          0.0       0.0       0.0          0.29          4
    224       26.20        9       1       32.9          0.0       0.0       0.0          0.23         55
    225       26.31        6       7       10.9          0.0       0.0       0.0          0.30         59
    226       26.49        3       1       70.9          0.0       0.0       0.0          2.65         15
    227       26.56       10       1       59.9          0.0       0.0       0.0          0.54         62
    228       26.73        5       2       41.8         19.0       9.0      -8.0          1.23         46
    229       26.95        3       1       52.2          0.0       0.0       0.0          2.27          8
    230       26.99        6       2       42.0          0.0       0.0       0.0          0.58         29
    231       27.04        6       7       11.3          0.0       0.0       0.0          0.17         31
    232       27.15        2       1       40.9          0.0       0.0       0.0          2.99         44
    233       27.35        1       1        0.0          0.0       0.0       0.0          0.42         45
    234       27.46       10       1       47.7          0.0       0.0       0.0          0.86         50
    235       27.51        9       1       50.8          0.0       0.0       0.0          0.11         58
    236       27.78        1       8        0.0          0.0       0.0       0.0          0.57         24
    237       27.99        9       1       60.9          0.0       0.0       0.0          0.12         25
    238       28.10        6       1       62.9          0.0       0.0       0.0          0.73          4
    239       28.11        5       3       34.7        -33.0      31.0      15.0          1.02          3
    240       28.25        6       6       36.7          0.0       0.0       0.0          0.72         57
    241       28.36        4       1       60.0          0.0       0.0       0.0          3.83         49
    242       28.52        1       9        0.0          0.0       0.0       0.0          1.44         60
    243       28.60        5       2       16.1        -14.0      -9.0       6.0          0.40         18
    244       28.61        6       7       12.6          0.0       0.0       0.0          0.34         56
    245       28.76        1       8        0.0          0.0       0.0       0.0          2.66         11
    246       28.79       12       2       50.4          0.0       0.0       0.0          1.95         12
    247       28.84        6       1       72.3          0.0       0.0       0.0          1.32         17
    248       29.05        5       1       57.4        -31.0      23.0     -15.0          0.57         61
    249       29.15        5       2       41.3         21.0     -22.0      -9.0          0.40         46
    250       29.26        1      11        0.0          0.0       0.0       0.0          4.68         46

JW=  3    A=   66.02    NA=   584    Q(I)=0.12/0.03/0.03/0.03/0.13/0.33/0.03/0.03/0.15/0.06/0.05/0.02/

      N        START     CLASS    INSTRM    PITCH      GLISS1    GLISS2    GLISS3        DURATION     DYNAM
    251       29.36        9       1       60.7          0.0       0.0       0.0          0.10          6
    252       29.65        6       7       12.7          0.0       0.0       0.0          0.25         42
    253       29.72        6       7       12.1          0.0       0.0       0.0          0.18         16
    254       29.92        5       1       72.8        -34.0      21.0      15.0          1.12         14
    255       29.95        2       1       46.5          0.0       0.0       0.0          0.12         44
    256       30.11        9       1       67.2          0.0       0.0       0.0          0.15         15
    257       30.24        6       3       33.8          0.0       0.0       0.0          0.45         44
    258       30.34        6       1       73.4          0.0       0.0       0.0          0.34         19
    259       30.64       10       1       47.9          0.0       0.0       0.0          0.72         58
    260       30.69       11       1       36.0          0.0       0.0       0.0          0.97         43
    261       30.70       11       1       36.1          0.0       0.0       0.0          1.03         10
    262       30.70        6       8       75.6          0.0       0.0       0.0          0.48          4
    263       30.79        5       1       55.1         -1.0       0.0       0.0          1.06         40
    264       30.87        2       1       33.7          0.0       0.0       0.0          0.13         27
    265       30.88        6       1       52.3          0.0       0.0       0.0          0.00         34
    266       30.98       10       1       45.2          0.0       0.0       0.0          0.80         36
    267       31.07        9       1       66.8          0.0       0.0       0.0          0.28         16
    268       31.09        7       2       27.1          0.0       0.0       0.0          0.00         30
    269       31.09        9       1       58.1          0.0       0.0       0.0          0.00         61
    270       31.12        8       2       46.5          0.0       0.0       0.0          0.00         49
    271       31.13       10       1       40.0          0.0       0.0       0.0          0.63         36
    272       31.21        4       2       48.0          0.0       0.0       0.0          0.39         48
    273       31.29        5       1       40.3         -7.0       4.0      -3.0          1.21         28
    274       31.46        6       8       72.2          0.0       0.0       0.0          0.21         33
    275       31.68        1       7        0.0          0.0       0.0       0.0          1.23         32
    276       31.94        6       6       51.3          0.0       0.0       0.0          0.36         16
    277       31.98        6       8       81.8          0.0       0.0       0.0          0.70         47
